"","city","population","x","y","radius","area","trasport_type","patients","id","cost","time"
"1","aalborg","298232","4317","3772","30.251","2809","bicycle","50","1",65637,"0.216"
"2","aalborg","298232","4317","3772","30.251","2809","bicycle","50","2",82245,"0.087"
"3","aalborg","298232","4317","3772","30.251","2809","bicycle","50","3",81586,"1.006"
"4","aalborg","298232","4317","3772","30.251","2809","bicycle","50","4",74790,"0.044"
"5","aalborg","298232","4317","3772","30.251","2809","bicycle","50","5",79409,"0.16"
"6","aalborg","298232","4317","3772","30.251","2809","bicycle","50","6",85650,"0.362"
"7","aalborg","298232","4317","3772","30.251","2809","bicycle","50","7",69084,"0.045"
"8","aalborg","298232","4317","3772","30.251","2809","bicycle","50","8",67037,"0.049"
"9","aalborg","298232","4317","3772","30.251","2809","bicycle","50","9",73662,"0.188"
"10","aalborg","298232","4317","3772","30.251","2809","bicycle","50","10",79883,"0.527"
"11","aarhus","531476","4329","3673","31.873","2809","bicycle","50","1",75933,"0.057"
"12","aarhus","531476","4329","3673","31.873","2809","bicycle","50","2",79595,"0.328"
"13","aarhus","531476","4329","3673","31.873","2809","bicycle","50","3",73398,"0.459"
"14","aarhus","531476","4329","3673","31.873","2809","bicycle","50","4",83236,"0.203"
"15","aarhus","531476","4329","3673","31.873","2809","bicycle","50","5",75644,"0.276"
"16","aarhus","531476","4329","3673","31.873","2809","bicycle","50","6",84485,"0.171"
"17","aarhus","531476","4329","3673","31.873","2809","bicycle","50","7",73833,"0.502"
"18","aarhus","531476","4329","3673","31.873","2809","bicycle","50","8",69573,"0.077"
"19","aarhus","531476","4329","3673","31.873","2809","bicycle","50","9",70561,"0.048"
"20","aarhus","531476","4329","3673","31.873","2809","bicycle","50","10",80965,"0.047"
"21","aberdeen","380841","3587","3844","37.5","2809","bicycle","50","1",81403,"2.13"
"22","aberdeen","380841","3587","3844","37.5","2809","bicycle","50","2",83824,"0.437"
"23","aberdeen","380841","3587","3844","37.5","2809","bicycle","50","3",79631,"0.812"
"24","aberdeen","380841","3587","3844","37.5","2809","bicycle","50","4",74125,"0.293"
"25","aberdeen","380841","3587","3844","37.5","2809","bicycle","50","5",87385,"0.618"
"26","aberdeen","380841","3587","3844","37.5","2809","bicycle","50","6",72003,"0.303"
"27","aberdeen","380841","3587","3844","37.5","2809","bicycle","50","7",59996,"0.274"
"28","aberdeen","380841","3587","3844","37.5","2809","bicycle","50","8",69400,"1.247"
"29","aberdeen","380841","3587","3844","37.5","2809","bicycle","50","9",66622,"0.374"
"30","aberdeen","380841","3587","3844","37.5","2809","bicycle","50","10",69610,"0.2"
"31","albacete","199564","3292","1848","30","2809","bicycle","50","1",45430,"0.044"
"32","albacete","199564","3292","1848","30","2809","bicycle","50","2",44787,"0.169"
"33","albacete","199564","3292","1848","30","2809","bicycle","50","3",44665,"3.966"
"34","albacete","199564","3292","1848","30","2809","bicycle","50","4",42191,"0.297"
"35","albacete","199564","3292","1848","30","2809","bicycle","50","5",50314,"0.437"
"36","albacete","199564","3292","1848","30","2809","bicycle","50","6",48394,"7.822"
"37","albacete","199564","3292","1848","30","2809","bicycle","50","7",53537,"4.471"
"38","albacete","199564","3292","1848","30","2809","bicycle","50","8",60319,"3.801"
"39","albacete","199564","3292","1848","30","2809","bicycle","50","9",54260,"1.447"
"40","albacete","199564","3292","1848","30","2809","bicycle","50","10",48403,"0.199"
"41","alicante-elche","1138319","3387","1758","33.592","2809","bicycle","50","1",63658,"1.77"
"42","alicante-elche","1138319","3387","1758","33.592","2809","bicycle","50","2",77314,"0.091"
"43","alicante-elche","1138319","3387","1758","33.592","2809","bicycle","50","3",82668,"0.28"
"44","alicante-elche","1138319","3387","1758","33.592","2809","bicycle","50","4",79972,"0.115"
"45","alicante-elche","1138319","3387","1758","33.592","2809","bicycle","50","5",74319,"0.067"
"46","alicante-elche","1138319","3387","1758","33.592","2809","bicycle","50","6",77579,"0.324"
"47","alicante-elche","1138319","3387","1758","33.592","2809","bicycle","50","7",74209,"1.067"
"48","alicante-elche","1138319","3387","1758","33.592","2809","bicycle","50","8",77531,"0.176"
"49","alicante-elche","1138319","3387","1758","33.592","2809","bicycle","50","9",76960,"0.176"
"50","alicante-elche","1138319","3387","1758","33.592","2809","bicycle","50","10",75756,"0.111"
"51","amsterdam","2739883","3974","3264","30.116","2809","bicycle","50","1",79880,"0.065"
"52","amsterdam","2739883","3974","3264","30.116","2809","bicycle","50","2",87163,"0.067"
"53","amsterdam","2739883","3974","3264","30.116","2809","bicycle","50","3",90479,"1.204"
"54","amsterdam","2739883","3974","3264","30.116","2809","bicycle","50","4",83810,"0.444"
"55","amsterdam","2739883","3974","3264","30.116","2809","bicycle","50","5",90409,"0.355"
"56","amsterdam","2739883","3974","3264","30.116","2809","bicycle","50","6",89517,"0.178"
"57","amsterdam","2739883","3974","3264","30.116","2809","bicycle","50","7",87688,"0.067"
"58","amsterdam","2739883","3974","3264","30.116","2809","bicycle","50","8",87855,"1.233"
"59","amsterdam","2739883","3974","3264","30.116","2809","bicycle","50","9",90384,"0.978"
"60","amsterdam","2739883","3974","3264","30.116","2809","bicycle","50","10",89388,"0.056"
"61","athens","3719119","5534","1772","32.665","2809","bicycle","50","1",57033,"1.04"
"62","athens","3719119","5534","1772","32.665","2809","bicycle","50","2",73542,"1.84"
"63","athens","3719119","5534","1772","32.665","2809","bicycle","50","3",71276,"8.483"
"64","athens","3719119","5534","1772","32.665","2809","bicycle","50","4",85728,"0.18"
"65","athens","3719119","5534","1772","32.665","2809","bicycle","50","5",75943,"2.17"
"66","athens","3719119","5534","1772","32.665","2809","bicycle","50","6",51470,"0.63"
"67","athens","3719119","5534","1772","32.665","2809","bicycle","50","7",59903,"3.222"
"68","athens","3719119","5534","1772","32.665","2809","bicycle","50","8",59854,"0.405"
"69","athens","3719119","5534","1772","32.665","2809","bicycle","50","9",67362,"0.088"
"70","athens","3719119","5534","1772","32.665","2809","bicycle","50","10",70529,"2.93"
"71","avignone","654892","3904","2330","30","2809","bicycle","50","1",83063,"0.058"
"72","avignone","654892","3904","2330","30","2809","bicycle","50","2",79940,"0.403"
"73","avignone","654892","3904","2330","30","2809","bicycle","50","3",91329,"3.311"
"74","avignone","654892","3904","2330","30","2809","bicycle","50","4",78833,"0.122"
"75","avignone","654892","3904","2330","30","2809","bicycle","50","5",77203,"0.061"
"76","avignone","654892","3904","2330","30","2809","bicycle","50","6",82497,"0.05"
"77","avignone","654892","3904","2330","30","2809","bicycle","50","7",74447,"1.716"
"78","avignone","654892","3904","2330","30","2809","bicycle","50","8",79985,"0.13"
"79","avignone","654892","3904","2330","30","2809","bicycle","50","9",83034,"1.117"
"80","avignone","654892","3904","2330","30","2809","bicycle","50","10",94785,"0.085"
"81","bamberg","435726","4384","2976","30","2809","bicycle","50","1",94647,"0.451"
"82","bamberg","435726","4384","2976","30","2809","bicycle","50","2",86371,"0.345"
"83","bamberg","435726","4384","2976","30","2809","bicycle","50","3",81458,"0.224"
"84","bamberg","435726","4384","2976","30","2809","bicycle","50","4",96901,"0.866"
"85","bamberg","435726","4384","2976","30","2809","bicycle","50","5",91154,"0.066"
